DateValid;DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;COMPLEMENT;EXTENSION;PERS_INTERNET;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
04/10/2011 17:35:46;pétanque;CLUB BOULISTE LE TRACASSIN;;;123.0;;;;Amidonniers;CLUB BOULISTE DES AMIDONNIERS;BOULODROME TRACASSIN RUE DES AMIDONNIERS;119;Rue des Amidonniers;31000.0;TOULOUSE;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Non;43.606332, 1.422301
04/10/2011 17:25:53;pétanque;LA BOULE D'OR;;;;;;;Reynerie;PLACE EDOUARD BOUILLERE;BOULODROME PL BOUILLERE;;Place Edouard Bouillière;31100.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.565011, 1.479437
14/01/2011 14:34:44;pétanque;PETANQUE CLUB AMOUROUX;W313005032;31AS1409;141.0;;;www.petanque-club-amouroux.org;Roseraie;DEPOT THEATRE AMOUROUX;BOULODROME AMOUROUX;12;Rue d' Arles;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.627891, 1.467599
21/03/2011 14:06:41;pétanque;PETANQUE CLUB FONQUERNE;;;;;;www.bou.maurice89.fr;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
21/01/2011 10:46:19;pétanque;PETANQUE CLUB GRAND ROND;w313004030;3199.0;503657884.0;;;;Le Busca;Nouveau Complexe Municipal;Boulodrome Grand Rond;;Allées Frédéric Mistral;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;
14/01/2011 14:32:21;pétanque;PETANQUE CLUB LE COCHONNET;;;131.0;Mairie annexe des MINIMES;PETANQUE CLUB LE COCHONET;;Minimes;ENSEMBLE MARCHE AUX COCHONS;BOULODROME LE COCHONNET;;Place du Marché Aux Cochons;31200.0;TOULOUSE;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;43.620507, 1.435095
14/01/2011 17:02:33;pétanque;PETANQUE PONT DES DEMOISELLES;323575.0;31AS756;160.0;;;;Pont des Demoiselles;BATIMENTS SUR DOMAINE PUBLIC;BOULODROME PONT DES DEMOISELLES;;Place Roger Arnaud;31400.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;43.58706, 1.463603
14/01/2011 15:11:46;pétanque;PETANQUE SAINT AUBIN;;;310049118.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.604268, 1.441019
05/10/2007 17:17:04;pétanque;ROWING NOUVEAU;;;;;Ramier du Château;;Ramier;COMPLEXE PRIVÉ;Rowing Nouveau;;Allée Alfred Mayssonnie;31400.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.590233, 1.436469
15/02/2011 17:10:29;randonnée Pédestre;ASSOCIATION PYRENEES CLUB;W313004198;31AS105;2287.0;;;www.pyrenees-club.asso.fr;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
01/02/2011 15:49:09;randonnée Pédestre;SENTIER ET AMITIE;W313004812;;3507.0;;;sentier.amitie.free.fr;Pont des Demoiselles;STADE PHILIPPE STRUXIANO;STADE PHILIPPE STRUXIANO;114;Avenue de Lespinet;31400.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.52279, 1.317217
25/07/2007 11:26:25;retraite sportive;ASTIG - Association Sportive Toulouse Inter Générations;;;;;;;Mirail Université;COSEC MIRAIL;COSEC DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Oui;Non;Non;
10/03/2011 16:04:29;retraite sportive;ASTORS - Association Toulousaine de la Retraite Sportive;;;;;;;Ginestous;ZONE RECREATIVE DE SESQUIERES;TENNIS SESQUIERES;22;Chemin du Pont de Rupe;31200.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.655982, 1.416316
10/03/2011 16:04:29;retraite sportive;ASTORS - Association Toulousaine de la Retraite Sportive;;;;;;;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.64429, 1.446693
10/03/2011 16:04:29;retraite sportive;ASTORS - Association Toulousaine de la Retraite Sportive;;;;;;;Lalande;Nouveau Complexe Municipal;Centre d'animation Lalande;239;Avenue de Fronton;31200.0;TOULOUSE;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.645455, 1.4332
11/02/2011 15:31:37;rugby à XIII;TOULOUSE JULES JULIEN BRONCOS XIII;3/24251;31AS678;31028.0;STADE STRUXIANO;;ustjj13@free.fr;Pont des Demoiselles;STADE PHILIPPE STRUXIANO;STADE PHILIPPE STRUXIANO;114;Avenue de Lespinet;31400.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.580005, 1.46692
01/02/2011 16:04:33;rugby à XIII;TOULOUSE OLYMPIQUE XIII;;;31009.0;;;www.to13.com;Minimes;STADE DES MINIMES;STADE ARNAUNE;105;Avenue Frédéric Estèbe;31200.0;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.621562, 1.436936
10/03/2011 15:55:24;rugby;ASSOCIATION STADE TOULOUSAIN RUGBY;;;53728.0;B.P. 42354;;www.stadetoulousain.fr;Sept Deniers;Complexe du Stade Toulousain;Stade des Sept Deniers;114;Rue des Troènes;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
16/02/2009 17:05:18;rugby;TOULOUSE FEMINA SPORT;W313004229;31175249.0;65715.0;;;;;Collège de Cautelauze;Collège de Cantelauze;;;31470.0;Fonsorbes;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.565192, 1.296042
04/10/2011 17:16:41;rugby;UFAR - Union Française des Anciens du Rugby;;;;Maison du rugby;BP 5851;www.ufar.biz;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
05/10/2011 17:24:18;sauvetage et secourisme;CLUB DE SAUVETAGE TOULOUSAIN;;;1862.0;;;;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.5504, 1.477749
19/09/2007 14:03:06;CAPOEIRA;AIKIDO BUDO CLUB (ABC);335477.0;;;;;aikidobudoclub.free.fr;Bonnefoy;COMPLEXE PRIVÉ;Aïkido Budo Club;6;Rue du Docteur Ferdinand Gendre;31500.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.619949, 1.45852
18/01/2011 17:19:26;CAPOEIRA;ASSOCIATION CAPOEIRAGEM;W313002552;3106JEP0088;;;Appt 52 Bât E;www.capoeiragem.fr;Bonnefoy;DOJO ABC;DOJO ABC;6;Rue du Docteur Ferdinand Gendre;;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
12/05/2009 16:08:26;CAPOEIRA;L'UNION DES ARTS;W313000506;31AS646;310204.0;;;www.uniondesarts.com;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
20/05/2011 17:20:16;CAPOEIRA;MULEQUE DANADO;W313011606;;;Appt. 40;;www.capoeiragerais-toulouse.com;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
12/05/2009 16:11:12;VIET VO DAO;L'UNION DES ARTS;W313000506;31AS646;;;;www.uniondesarts.com;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.605744, 1.465466
09/02/2011 15:27:43;VOL LIBRE;AEROCLUB TOULOUSE MIDI PYRENEES;301680.0;31AS845;1603109019.0;;Aérodrome de TOULOUSE LASBORDES;www.actmp.fr;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
11/06/2007 11:41:43;AEROMODELISME;AERO-CLUB DE L'ENAC (Ecole Nationale de l'Aviation Civile);;;;;Aérodrome de Lasbordes;www.aeroclub-enac.com;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.609568, 1.497847
20/06/2013 10:53:55;AIKIDO;AIKIDO BUDO CLUB (ABC);335477.0;;31931086.0;;;aikidobudoclub.free.fr;Les Chalets;COMPLEXE PRIVÉ;Espace Tonic;28;Boulevard Matabiau;31000.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.61494, 1.444684
15/01/2009 17:22:54;AIKIDO;DOJO DE LA ROSERAIE;;;;;;www.aikido-noel.com;Roseraie;COMPLEXE PRIVÉ;Dojo de la Roseraie;4;Chemin de Nicol;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.630809, 1.470567
19/02/2009 17:51:43;ATHLETISME ADAPTE (EN STADE);TOAC section ATHLETISME;;;31010.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
21/01/2009 15:14:33;ATHLETISME hors stade;A S MACCABI TOULOUSE;;;;;section athlétisme;maccabitoulouse.com;Pont des Demoiselles;STADE PHILIPPE STRUXIANO;STADE PHILIPPE STRUXIANO;114;Avenue de Lespinet;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.59651, 1.441252
18/01/2011 16:28:53;AVIRON;AVIRON TOULOUSAIN;;;31004.0;;Parc toulousain;www.aviron-toulousain.com;Ramier;Base Nautique André Dandine;Base nautique André Dandine;;Allée Fernand Jourdant;31400.0;Toulouse;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.586849, 1.435147
21/01/2011 10:35:47;AVIRON;EMULATION NAUTIQUE DE TOULOUSE;;;;;;www.aviron-tennis.fr;Ramier;COMPLEXE PRIVÉ;Emulation Nautique de Toulouse;;Allée Alfred Mayssonnie;31400.0;Toulouse;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.590233, 1.436469
10/03/2011 17:15:46;AVIRON;TOULOUSE AVIRON SPORT LOISIRS;;;16.0;;Ecluse de Lalande;www.tasl.fr;Ginestous;Base nautique de Lalande;Base nautique de Lalande;;Impasse de la Glacière;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.64661, 1.424205
13/05/2011 15:43:26;AVIRON;TUC Section AVIRON;;;;;Base Nautique André Dandine;www.club-tucaviron.free.fr;Ramier;Base Nautique André Dandine;Base nautique André Dandine;;Allée Fernand Jourdant;31400.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.586849, 1.435147
10/03/2011 14:23:31;BADMINTON;ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON;;;;Appt 121;;www.astmb.fr;Bagatelle;ENSEMBLE BAGATELLE;HALLE SPORTIVE BAGATELLE;3;Impasse du Bachaga Boualam;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
13/05/2011 15:46:32;BADMINTON;TUC OMNISPORTS- Toulouse Université Club;;;;;Stade Universitaire Daniel Faucher;www.tucbad.org;Rangueil - CHR - Facultés;COMPLEXE PRIVÉ;Gymnase du Lycée Bellevue;;Route de Narbonne;31400.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.563402, 1.460348
26/09/2007 11:01:56;BASKET-BALL;ASVEC Toulouse Mirail;;;;BP 1373;;;Bellefontaine;ALBAN MINVILLE;GYMNASE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.563717, 1.403633
11/02/2011 16:35:58;BASKET-BALL;ETOILE SPORTIVE TOULOUSE CASSELARDIT;303910.0;16048.0;2331003.0;;;;La Cépière;ENSEMBLE LA CEPIERE;GYMNASE LA CEPIERE;323;Route de Saint Simon;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.611048, 1.306474
06/09/2012 15:01:32;BASKET-BALL;TOULOUSE BASKET CLUB;;;2331073.0;Bureau 213;;www.toulouse-basket-club.fr;Jules Julien;CES JEAN MOULIN;GYMNASE JEAN MOULIN;7;Avenue des Ecoles Jules Julien;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
20/04/2011 15:23:47;BASKET-BALL;TOULOUSE METROPOLE BASKET;W313009045;31AS1526;2331076.0;;;www.baskettlfb.com/toulouse/;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
03/10/2007 08:20:10;BILLARD;ABC Toulouse;;;;;;;Matabiau;COMPLEXE PRIVÉ;Billard le Conti;48;Rue Matabiau;31000.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.6498, 1.483198
25/07/2007 15:02:56;BOWLING;ASSOCIATION SPORTIVE AIR FRANCE;W311001621;31AS479;31063.0;;;www.asaf.sport.asso.fr;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.584643, 1.473113
18/05/2011 15:44:47;BOWLING;BOWLING CLUB 31;312233.0;31AS883;31155.0;;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.579352, 1.551214
02/02/2011 16:32:29;BOWLING;ECOLE DE BOWLING DE TOULOUSE;W313001670;31AS866;31695.0;chez M. Daniel BLIN;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;43.640724, 1.482143
11/02/2011 15:28:00;BOWLING;SPORT QUILLES TOULOUSAIN;;;31509.0;;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;43.621047, 1.435368
05/01/2009 17:35:15;BOWLING;TOULOUSE BOWLING CLUB;;;10.0;;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.562542, 1.365578
29/10/2007 11:32:02;quilles de huit;S. Quilles de 8 Toulouse;;;;;;;Ginestous;ZONE RECREATIVE DE SESQUIERES;BOULODROME SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.652951, 1.498424
19/01/2009 16:07:04;BOXE ANGLAISE;BOXING TOULOUSE BAGATELLE;327199.0;31AS804;1256.0;;maison vestrepain;;Faourette;ENSEMBLE LA FAOURETTE;GYMNASE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.578277, 1.414519
07/10/2011 17:27:59;CANOE-KAYAK;ASPTT GRAND TOULOUSE OMNISPORT;;;;;;www.toulouse.asptt.com;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
23/07/2013 09:53:58;CIRQUE;LES ARTS DU CIRQUE DES PRADETTES;W313002360;31-549;;;;artsducirque@netcourrier.com;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;
25/03/2009 09:02:00;COURSE D'ORIENTATION;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;toaco.free.fr;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
21/01/2009 15:15:12;CYCLISME SUR ROUTE;A S MACCABI TOULOUSE;;;324838.0;;section cyclisme sur route;www.maccabitoulouse.com;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
24/03/2009 17:11:58;CYCLISME SUR ROUTE;TOAC section CYCLISME;;;;;;toac.cyclisme.free.fr/;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.693459, 1.268659
24/03/2009 17:12:13;CYCLO-CROSS;TOAC section CYCLISME;;;2231105.0;;;toac.cyclisme.free.fr/;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.693459, 1.268659
04/10/2011 17:20:18;CYCLOTOURISME;TEC - Toulouse Electrogaz Club;;;;;;;;Extérieurs de Toulouse;Routes de campagne;;;;Routes de campagne;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.256732, 1.196818
26/08/2011 15:49:20;DANSE ORIENTALE;RYTHMES D'ORIENT;W811001640;;;;Appt. 38;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.604268, 1.441019
12/05/2009 16:16:33;danses artistiques;L'UNION DES ARTS;W313000506;31AS646;31204.0;;;www.uniondesarts.com;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
19/01/2011 15:53:46;éveil à la danse;VIRE ET VOLTE;3125798.0;88049.0;31555541.0;;;www.virevolte.fr;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;43.578802, 1.383944
23/02/2011 17:02:34;échecs;MAISON DES ECHECS DE TOULOUSE LARDENNE;22505.0;31/571;31023.0;;;www.club-echecs-toulouse.com;Lardenne;Nouveau Complexe Municipal;Maison de Lardenne;30;Rue Jean d' Alembert;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.588815, 1.386921
07/10/2011 15:45:48;gymnastique volontaire;ASPTT section GYMNASTIQUE VOLONTAIRE;;;31067.0;;;www.toulouse.asptt.com;;COMPLEXE PRIVÉ;Salle Satgé;;;31770.0;Colomiers;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
07/10/2011 15:45:48;gymnastique volontaire;ASPTT section GYMNASTIQUE VOLONTAIRE;;;31067.0;;;www.toulouse.asptt.com;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.606579, 1.451622
03/09/2013 11:59:22;gymnastique volontaire;ASSOCIATION GYMNASTIQUE VOLONTAIRE JEAN RIEUX;;;31057.0;;;;Côte Pavée;Centre polyvalent Jean Rieux;Gymnase Jean Rieux;157;Avenue Jean Rieux;31500.0;Toulouse;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.589777, 1.470622
11/02/2011 17:05:30;gymnastique volontaire;GV SPORT SANTE;0605978J;75599.0;;;;gvsportsante.com;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
13/02/2009 15:58:35;gymnastique volontaire;GYM PAPUS FORM;;;31218.0;Parc des Fontaines - Bât 1;Chez Mme CONDUCHE;;Papus;Complexe Papus;Salle Papus;48;Allée de Guyenne;31100.0;Toulouse;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.59637, 1.431634
17/06/2011 09:50:57;gymnastique volontaire;IZ'ART SPORT ET CULTURE;W313002083;31AS1530;31330.0;;Appt. 104;;Croix Daurade;COMPLEXE PRIVÉ;Salle polyvalente de Borderouge;3;Rue Hubert Monloup;;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.637216, 1.453581
17/06/2011 09:50:57;gymnastique volontaire;IZ'ART SPORT ET CULTURE;W313002083;31AS1530;31330.0;;Appt. 104;;Les Izards;CENTRE ANIMATION DES CHAMOIS;CENTRE ANIMATION DES CHAMOIS;11;Rue des Chamois;;TOULOUSE;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.638693, 1.443171
31/07/2007 15:41:06;gymnastique volontaire;LARDENNE - gymnastique volontaire;;;31008.0;;;;;PETIT CAPITOLE;GYMNASE LARDENNE;;;31100.0;TOULOUSE;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
09/02/2011 17:15:21;gymnastique volontaire;TOULOUSE GYMNASTIQUE VOLONTAIRE;3/32163;31AS1302;;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.602024, 1.461537
01/02/2011 15:10:34;équitation;CLUB HIPPIQUE DE PECH DAVID;;;3140000.0;;;www.chpechdavid.com;Rangueil - CHR - Facultés;COMPLEXE PRIVÉ;Club Hippique de Pech David;;Chemin des Canalets;31400.0;Toulouse;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.562741, 1.444268
16/01/2013 15:40:39;nage avec palmes;TOULOUSE OLYMPIQUE PALME;;;;;;;Papus;GROUPE SCOLAIRE JACQUIER;PISCINE PAPUS;64;Allée de Guyenne;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.852081, 1.22656
04/10/2011 17:26:40;plongée;CLUB AUX ACTIVITES SUBAQUATIQUES D'AIRBUS;W313000546;31AS1513;8310034.0;BP 83172;bâtiment Espace Loisirs - LAC;www.casa.asso.fr;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
10/03/2011 15:16:54;plongée;CLUB DE PLONGEE RECHERCHE SCIENTIFIQUE MIDI PYRENEES;;;8310059.0;;;www.cprsmp.org;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.593607, 1.462219
18/01/2011 16:17:41;plongée;CLUB SUBAQUATIQUE TOULOUSAIN;3969.0;31S25;831022.0;;;csat.free.fr;;FOSSE DE PLONGEE - MAGASIN L'ARGONAUTE;FOSSE DE PLONGEE - MAGASIN L'ARGONAUTE;;;31520.0;Ramonville Saint Agne;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
10/03/2011 14:17:19;plongée;CSA DU 3°RMAT section PLONGEE;;;831258.0;;;;;Extérieurs de Toulouse;Port de Banyuls sur Mer;;;;A Banyuls sur Mer;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.964092, 1.427442
04/10/2011 17:23:48;plongée;ECOLE PLONGEE EVASION;W313002242;;8310320.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
04/10/2011 17:35:15;plongée;INSA BULLES;;;8310407.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
06/09/2011 17:33:23;FOOTBALL;A.S. DOM TOM;;;539998.0;Appt. 90;;asdomtom.free.fr;;ZONE DE LA RAMEE;TERRAIN 2 LA RAMEE;;;31170.0;TOURNEFEUILLE;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.664534, 1.377392
07/10/2011 15:24:39;FOOTBALL;ASPTT GRAND TOULOUSE OMNISPORT;;;510380.0;;;www.toulouse.asptt.com;;Complexe ASPTT;Stade Charles Boutonnet;;;31770.0;Colomiers;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
20/01/2011 12:23:39;FOOTBALL;ASSOCIATION SPORTIVE DE LA FAOURETTE;;;525754.0;complexe sportif de la Faourette;;fc-faourette.footeo.com;Faourette;ENSEMBLE LA FAOURETTE;STADE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;43.578277, 1.414519
27/01/2012 11:53:25;FOOTBALL;ASSOCIATION SPORTIVE TOULOUSE LARDENNE;;;524108.0;;;lardenneac.site.voila.fr;Lardenne;ECOLE MIXTE 1 DE LARDENNE;TERRAIN DE SPORT ECOLE LARDENNE;;Chemin de Rocamadour;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.588947, 1.377681
10/03/2011 15:44:25;FOOTBALL;ETOILE SPORTIVE SAINT SIMON;;;506204.0;;Club House;www.saintsimonfoot.fr;Saint Simon;EQUIPEMENTS PUBLICS ST SIMON;STADE MARCEL SARCOS;10;Chemin de Liffard;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.563793, 1.37747
28/02/2011 15:13:44;FOOTBALL;JEUNESSE SPORTIVE DES PRADETTES;;;547206.0;;;www.jstpradettes.com;Les Pradettes;ENSEMBLE MARCEL CERDAN;TERRAIN DE FOOTBALL STABILISE MARCEL CERDAN;7;Chemin de la Cépière;31100.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.586847, 1.399413
02/08/2007 10:31:37;FOOTBALL;RACING CLUB BONNEFOY;;;536477.0;;;;Croix Daurade;TERRAIN SPORTS CAZAL LAPUJADE;TERRAIN DE SPORT CAZAL LAPUJADE;20;Rue d' Avranches;31200.0;TOULOUSE;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;43.633079, 1.466023
12/01/2009 15:23:37;FOOTBALL;RODEO FOOTBALL CLUB;;;547175.0;;;;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;TERRAIN DE SPORT SORDELOT;;Chemin des côtes de Pech David;31400.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.589766, 1.415235
12/01/2009 15:23:37;FOOTBALL;RODEO FOOTBALL CLUB;;;547175.0;;;;Roseraie;EQUIPEMENT QUARTIER AMOUROUX;TERRAIN DE SPORT CHE MICHOUN;4;Rue William et Catherine Booth;31200.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.6276, 1.470617
26/08/2011 16:10:07;FOOTBALL;TOULOUSE FONTAINES CLUB;;;505917.0;Stade des Fontaines;;;Patte d'Oie;TERRAIN DE SPORTS DES FONTAINE;STADE DES FONTAINES;86;Rue des Fontaines;31300.0;TOULOUSE;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.590397, 1.466793
