DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;PERS_INTERNET;EXTENSION;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;COMPLEMENT;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
rugby;ASSOCIATION STADE TOULOUSAIN RUGBY;;;53728.0;www.stadetoulousain.fr;;Sept Deniers;Complexe du Stade Toulousain;Stade des Sept Deniers;114;Rue des Troènes;31200.0;Toulouse;B.P. 42354;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
rugby;TOULOUSE FEMINA SPORT;W313004229;31175249.0;65715.0;;;;Collège de Cautelauze;Collège de Cantelauze;;;31470.0;Fonsorbes;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.565192, 1.296042
rugby;UFAR - Union Française des Anciens du Rugby;;;;www.ufar.biz;BP 5851;;;;;;;;Maison du rugby;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
sauvetage et secourisme;CLUB DE SAUVETAGE TOULOUSAIN;;;1862.0;;;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.5504, 1.477749
CAPOEIRA;AIKIDO BUDO CLUB (ABC);335477.0;;;aikidobudoclub.free.fr;;Bonnefoy;COMPLEXE PRIVÉ;Aïkido Budo Club;6;Rue du Docteur Ferdinand Gendre;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.619949, 1.45852
CAPOEIRA;ASSOCIATION CAPOEIRAGEM;W313002552;3106JEP0088;;www.capoeiragem.fr;Appt 52 Bât E;Bonnefoy;DOJO ABC;DOJO ABC;6;Rue du Docteur Ferdinand Gendre;;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
CAPOEIRA;L'UNION DES ARTS;W313000506;31AS646;310204.0;www.uniondesarts.com;;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
CAPOEIRA;MULEQUE DANADO;W313011606;;;www.capoeiragerais-toulouse.com;;;;;;;;;Appt. 40;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
VIET VO DAO;L'UNION DES ARTS;W313000506;31AS646;;www.uniondesarts.com;;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.605744, 1.465466
VOL LIBRE;AEROCLUB TOULOUSE MIDI PYRENEES;301680.0;31AS845;1603109019.0;www.actmp.fr;Aérodrome de TOULOUSE LASBORDES;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
AEROMODELISME;AERO-CLUB DE L'ENAC (Ecole Nationale de l'Aviation Civile);;;;www.aeroclub-enac.com;Aérodrome de Lasbordes;;COMPLEXE PRIVÉ;Aérodrome de Lasbordes;;;31130.0;Balma;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.609568, 1.497847
AIKIDO;AIKIDO BUDO CLUB (ABC);335477.0;;31931086.0;aikidobudoclub.free.fr;;Les Chalets;COMPLEXE PRIVÉ;Espace Tonic;28;Boulevard Matabiau;31000.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.61494, 1.444684
AIKIDO;DOJO DE LA ROSERAIE;;;;www.aikido-noel.com;;Roseraie;COMPLEXE PRIVÉ;Dojo de la Roseraie;4;Chemin de Nicol;31200.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.630809, 1.470567
ATHLETISME ADAPTE (EN STADE);TOAC section ATHLETISME;;;31010.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ATHLETISME hors stade;A S MACCABI TOULOUSE;;;;maccabitoulouse.com;section athlétisme;Pont des Demoiselles;STADE PHILIPPE STRUXIANO;STADE PHILIPPE STRUXIANO;114;Avenue de Lespinet;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.59651, 1.441252
AVIRON;AVIRON TOULOUSAIN;;;31004.0;www.aviron-toulousain.com;Parc toulousain;Ramier;Base Nautique André Dandine;Base nautique André Dandine;;Allée Fernand Jourdant;31400.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.586849, 1.435147
AVIRON;EMULATION NAUTIQUE DE TOULOUSE;;;;www.aviron-tennis.fr;;Ramier;COMPLEXE PRIVÉ;Emulation Nautique de Toulouse;;Allée Alfred Mayssonnie;31400.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.590233, 1.436469
AVIRON;TOULOUSE AVIRON SPORT LOISIRS;;;16.0;www.tasl.fr;Ecluse de Lalande;Ginestous;Base nautique de Lalande;Base nautique de Lalande;;Impasse de la Glacière;31200.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.64661, 1.424205
AVIRON;TUC Section AVIRON;;;;www.club-tucaviron.free.fr;Base Nautique André Dandine;Ramier;Base Nautique André Dandine;Base nautique André Dandine;;Allée Fernand Jourdant;31400.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.586849, 1.435147
BADMINTON;ASSOCIATION SPORTIVE TOULOUSE MIRAIL BADMINTON;;;;www.astmb.fr;;Bagatelle;ENSEMBLE BAGATELLE;HALLE SPORTIVE BAGATELLE;3;Impasse du Bachaga Boualam;31100.0;TOULOUSE;Appt 121;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
BADMINTON;TUC OMNISPORTS- Toulouse Université Club;;;;www.tucbad.org;Stade Universitaire Daniel Faucher;Rangueil - CHR - Facultés;COMPLEXE PRIVÉ;Gymnase du Lycée Bellevue;;Route de Narbonne;31400.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.563402, 1.460348
BASKET-BALL;ASVEC Toulouse Mirail;;;;;;Bellefontaine;ALBAN MINVILLE;GYMNASE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;BP 1373;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.563717, 1.403633
BASKET-BALL;ETOILE SPORTIVE TOULOUSE CASSELARDIT;303910.0;16048.0;2331003.0;;;La Cépière;ENSEMBLE LA CEPIERE;GYMNASE LA CEPIERE;323;Route de Saint Simon;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.611048, 1.306474
BASKET-BALL;TOULOUSE BASKET CLUB;;;2331073.0;www.toulouse-basket-club.fr;;Jules Julien;CES JEAN MOULIN;GYMNASE JEAN MOULIN;7;Avenue des Ecoles Jules Julien;31400.0;TOULOUSE;Bureau 213;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
BASKET-BALL;TOULOUSE METROPOLE BASKET;W313009045;31AS1526;2331076.0;www.baskettlfb.com/toulouse/;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
BILLARD;ABC Toulouse;;;;;;Matabiau;COMPLEXE PRIVÉ;Billard le Conti;48;Rue Matabiau;31000.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.6498, 1.483198
BOWLING;ASSOCIATION SPORTIVE AIR FRANCE;W311001621;31AS479;31063.0;www.asaf.sport.asso.fr;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.584643, 1.473113
BOWLING;BOWLING CLUB 31;312233.0;31AS883;31155.0;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.579352, 1.551214
BOWLING;ECOLE DE BOWLING DE TOULOUSE;W313001670;31AS866;31695.0;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;chez M. Daniel BLIN;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;43.640724, 1.482143
BOWLING;SPORT QUILLES TOULOUSAIN;;;31509.0;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;43.621047, 1.435368
BOWLING;TOULOUSE BOWLING CLUB;;;10.0;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.562542, 1.365578
quilles de huit;S. Quilles de 8 Toulouse;;;;;;Ginestous;ZONE RECREATIVE DE SESQUIERES;BOULODROME SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.652951, 1.498424
BOXE ANGLAISE;BOXING TOULOUSE BAGATELLE;327199.0;31AS804;1256.0;;maison vestrepain;Faourette;ENSEMBLE LA FAOURETTE;GYMNASE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.578277, 1.414519
CANOE-KAYAK;ASPTT GRAND TOULOUSE OMNISPORT;;;;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
CIRQUE;LES ARTS DU CIRQUE DES PRADETTES;W313002360;31-549;;artsducirque@netcourrier.com;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;
COURSE D'ORIENTATION;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;toaco.free.fr;;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
CYCLISME SUR ROUTE;A S MACCABI TOULOUSE;;;324838.0;www.maccabitoulouse.com;section cyclisme sur route;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
CYCLISME SUR ROUTE;TOAC section CYCLISME;;;;toac.cyclisme.free.fr/;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.693459, 1.268659
CYCLO-CROSS;TOAC section CYCLISME;;;2231105.0;toac.cyclisme.free.fr/;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.693459, 1.268659
CYCLOTOURISME;TEC - Toulouse Electrogaz Club;;;;;;;Extérieurs de Toulouse;Routes de campagne;;;;Routes de campagne;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.256732, 1.196818
DANSE ORIENTALE;RYTHMES D'ORIENT;W811001640;;;;Appt. 38;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.604268, 1.441019
danses artistiques;L'UNION DES ARTS;W313000506;31AS646;31204.0;www.uniondesarts.com;;Guilheméry;COMPLEXE PRIVÉ;L'Union des Arts;8;Rue Clément;31500.0;Toulouse;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605744, 1.465466
éveil à la danse;VIRE ET VOLTE;3125798.0;88049.0;31555541.0;www.virevolte.fr;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;43.578802, 1.383944
échecs;MAISON DES ECHECS DE TOULOUSE LARDENNE;22505.0;31/571;31023.0;www.club-echecs-toulouse.com;;Lardenne;Nouveau Complexe Municipal;Maison de Lardenne;30;Rue Jean d' Alembert;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.588815, 1.386921
gymnastique volontaire;ASPTT section GYMNASTIQUE VOLONTAIRE;;;31067.0;www.toulouse.asptt.com;;;COMPLEXE PRIVÉ;Salle Satgé;;;31770.0;Colomiers;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
gymnastique volontaire;ASPTT section GYMNASTIQUE VOLONTAIRE;;;31067.0;www.toulouse.asptt.com;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.606579, 1.451622
gymnastique volontaire;ASSOCIATION GYMNASTIQUE VOLONTAIRE JEAN RIEUX;;;31057.0;;;Côte Pavée;Centre polyvalent Jean Rieux;Gymnase Jean Rieux;157;Avenue Jean Rieux;31500.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.589777, 1.470622
gymnastique volontaire;GV SPORT SANTE;0605978J;75599.0;;gvsportsante.com;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
gymnastique volontaire;GYM PAPUS FORM;;;31218.0;;Chez Mme CONDUCHE;Papus;Complexe Papus;Salle Papus;48;Allée de Guyenne;31100.0;Toulouse;Parc des Fontaines - Bât 1;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.59637, 1.431634
gymnastique volontaire;IZ'ART SPORT ET CULTURE;W313002083;31AS1530;31330.0;;Appt. 104;Croix Daurade;COMPLEXE PRIVÉ;Salle polyvalente de Borderouge;3;Rue Hubert Monloup;;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.637216, 1.453581
gymnastique volontaire;IZ'ART SPORT ET CULTURE;W313002083;31AS1530;31330.0;;Appt. 104;Les Izards;CENTRE ANIMATION DES CHAMOIS;CENTRE ANIMATION DES CHAMOIS;11;Rue des Chamois;;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.638693, 1.443171
gymnastique volontaire;LARDENNE - gymnastique volontaire;;;31008.0;;;;PETIT CAPITOLE;GYMNASE LARDENNE;;;31100.0;TOULOUSE;;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
gymnastique volontaire;TOULOUSE GYMNASTIQUE VOLONTAIRE;3/32163;31AS1302;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.602024, 1.461537
équitation;CLUB HIPPIQUE DE PECH DAVID;;;3140000.0;www.chpechdavid.com;;Rangueil - CHR - Facultés;COMPLEXE PRIVÉ;Club Hippique de Pech David;;Chemin des Canalets;31400.0;Toulouse;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.562741, 1.444268
nage avec palmes;TOULOUSE OLYMPIQUE PALME;;;;;;Papus;GROUPE SCOLAIRE JACQUIER;PISCINE PAPUS;64;Allée de Guyenne;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.852081, 1.22656
plongée;CLUB AUX ACTIVITES SUBAQUATIQUES D'AIRBUS;W313000546;31AS1513;8310034.0;www.casa.asso.fr;bâtiment Espace Loisirs - LAC;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;BP 83172;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
plongée;CLUB DE PLONGEE RECHERCHE SCIENTIFIQUE MIDI PYRENEES;;;8310059.0;www.cprsmp.org;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.593607, 1.462219
plongée;CLUB SUBAQUATIQUE TOULOUSAIN;3969.0;31S25;831022.0;csat.free.fr;;;FOSSE DE PLONGEE - MAGASIN L'ARGONAUTE;FOSSE DE PLONGEE - MAGASIN L'ARGONAUTE;;;31520.0;Ramonville Saint Agne;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
plongée;CSA DU 3°RMAT section PLONGEE;;;831258.0;;;;Extérieurs de Toulouse;Port de Banyuls sur Mer;;;;A Banyuls sur Mer;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.964092, 1.427442
plongée;ECOLE PLONGEE EVASION;W313002242;;8310320.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
plongée;INSA BULLES;;;8310407.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
FOOTBALL;A.S. DOM TOM;;;539998.0;asdomtom.free.fr;;;ZONE DE LA RAMEE;TERRAIN 2 LA RAMEE;;;31170.0;TOURNEFEUILLE;Appt. 90;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.664534, 1.377392
FOOTBALL;ASPTT GRAND TOULOUSE OMNISPORT;;;510380.0;www.toulouse.asptt.com;;;Complexe ASPTT;Stade Charles Boutonnet;;;31770.0;Colomiers;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
FOOTBALL;ASSOCIATION SPORTIVE DE LA FAOURETTE;;;525754.0;fc-faourette.footeo.com;;Faourette;ENSEMBLE LA FAOURETTE;STADE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;complexe sportif de la Faourette;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;43.578277, 1.414519
FOOTBALL;ASSOCIATION SPORTIVE TOULOUSE LARDENNE;;;524108.0;lardenneac.site.voila.fr;;Lardenne;ECOLE MIXTE 1 DE LARDENNE;TERRAIN DE SPORT ECOLE LARDENNE;;Chemin de Rocamadour;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.588947, 1.377681
FOOTBALL;ETOILE SPORTIVE SAINT SIMON;;;506204.0;www.saintsimonfoot.fr;Club House;Saint Simon;EQUIPEMENTS PUBLICS ST SIMON;STADE MARCEL SARCOS;10;Chemin de Liffard;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.563793, 1.37747
FOOTBALL;JEUNESSE SPORTIVE DES PRADETTES;;;547206.0;www.jstpradettes.com;;Les Pradettes;ENSEMBLE MARCEL CERDAN;TERRAIN DE FOOTBALL STABILISE MARCEL CERDAN;7;Chemin de la Cépière;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.586847, 1.399413
FOOTBALL;RACING CLUB BONNEFOY;;;536477.0;;;Croix Daurade;TERRAIN SPORTS CAZAL LAPUJADE;TERRAIN DE SPORT CAZAL LAPUJADE;20;Rue d' Avranches;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Non;Oui;Oui;Non;Non;43.633079, 1.466023
FOOTBALL;RODEO FOOTBALL CLUB;;;547175.0;;;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;TERRAIN DE SPORT SORDELOT;;Chemin des côtes de Pech David;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.589766, 1.415235
FOOTBALL;RODEO FOOTBALL CLUB;;;547175.0;;;Roseraie;EQUIPEMENT QUARTIER AMOUROUX;TERRAIN DE SPORT CHE MICHOUN;4;Rue William et Catherine Booth;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.6276, 1.470617
FOOTBALL;TOULOUSE FONTAINES CLUB;;;505917.0;;;Patte d'Oie;TERRAIN DE SPORTS DES FONTAINE;STADE DES FONTAINES;86;Rue des Fontaines;31300.0;TOULOUSE;Stade des Fontaines;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.590397, 1.466793
FOOTBALL;TOULOUSE RANGUEIL FOOTBALL CLUB;;;537945.0;www.trfc.free.fr;Bât A;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;TERRAIN DE SPORT BARRAN;112;Chemin des côtes de Pech David;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.589766, 1.415235
FOOTBALL;TOULOUSE SAINT JO;;;544815.0;www.toulousestjofooball.eu;;Juncasse - Argoulets;LES ARGOULETS;TERRAIN DE FOOTBALL ENGAZONNE ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.621936, 1.475599
FOOTBALL GAELIQUE;TOLOSA DESPORTS GAELIC;W313013584;;;www.tolosagaels.fr;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.683441, 1.318569
full contact;TOAC section FULL CONTACT;;;;www.toac-boxe.fr;BIS;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.490129, 1.5158
éveil à la gym;COQUELICOT TOULOUSE GYM;;;20031012.0;www.ctgym.fr;centre sportif Léo Lagrange;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.608901, 1.441787
gymnastique artistique;ASEAT;;;20031041.0;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.615771, 1.470962
gymnastique artistique;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;shirka2@free.fr;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.565192, 1.296042
gymnastique artistique;AVENIR ETIENNE BILLIERES;W313003512;31AS98;20031017.0;shirka2@free.fr;;Ramier;PARC DES SPORTS;SALLE DE SPORTS PARC DES SPORTS;7;Allée Gabriel Biénès;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.561764, 1.306196
handball;TOULOUSE FEMININ HANDBALL;;;2431066.0;www.tfhb.org;;Compans;ENSEMBLE COMPANS;GYMNASE COMPANS CAFFARELLI;1;Rue du Canon d' Arcole;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
handball;TOULOUSE UNION HANDBALL;;;2431001.0;www.toulousehandball.com;;Compans;ENSEMBLE COMPANS;PALAIS DES SPORTS ANDRE BROUAT;1;Rue du Canon d' Arcole;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
handball;TOULOUSE UNION HANDBALL;;;2431001.0;www.toulousehandball.com;;Juncasse - Argoulets;LES ARGOULETS;GYMNASE DES ARGOULETS;52;Rue Dinetard;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.614806, 1.478052
ATHLETISME ADAPTE (EN STADE);ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport;W311001621;31AS479;;www.handicapdefi.com;;Ginestous;ZONE RECREATIVE DE SESQUIERES;PISTE SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Non;Oui;Non;43.58443, 1.381991
footing;SAKURA CLUB TOULOUSAIN;319499.0;31AS812;14311420.0;asct.toulouse.free.fr;;Minimes;GR SCOL PIERRE ET MARIE CURIE;GYMNASE PIERRE ET MARIE CURIE;36;Rue de la Jeunesse;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;43.621063, 1.442643
JUDO ADAPTE;BALMA SAINT EXUPERY 31;;;3015311040.0;www.bse31.com;;Pont des Demoiselles;COMPLEXE PRIVÉ;Balma Saint-Exupéry 31;52;Avenue Antoine de Saint Exupéry;31400.0;Toulouse;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.583177, 1.471575
JUDO ADAPTE;CROIX DE PIERRE JUDO;;;5015312600.0;croixdepierrejudo.free.fr;;Croix de Pierre;COLLEGE MAURICE BECANNE;GYMNASE MAURICE BECANNE;14;Rue Pierre Bourthoumieux;31300.0;TOULOUSE;;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;43.584057, 1.425751
JUDO ADAPTE;JUDO TOULOUSE CROIX DAURADE;3/06729;31AS698;5015311470.0;jtcd.free.fr;;Croix Daurade;GROUPE SCOLAIRE LAPUJADE;GYMNASE LAPUJADE;26;Route d' Albi;31200.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.635127, 1.463877
NATATION;ASMTH HANDICAP DEFI - Association Sportive Muret Toulouse Handisport;W311001621;31AS479;14311220.0;www.handicapdefi.com;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;43.578277, 1.414519
hochey sur gazon;TUC Section HOCKEY SUR GAZON;;;;www.tuc.asso.fr;;Juncasse - Argoulets;LES ARGOULETS;TERRAIN DE FOOTBALL ENGAZONNE ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.589745, 1.429588
hockey sur glace;TOULOUSE BLAGNAC HOCKEY CLUB (LES BELOUGAS);;;;www.tbhc.fr;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PATINOIRE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;
JUDO;BALMA SAINT EXUPERY 31;;;3015311040.0;www.bse31.com;;Juncasse - Argoulets;LES ARGOULETS;MAISON DU JUDO ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.577522, 1.455107
JUDO;DOJOTONIC;;;5015312680.0;www.dojotonic.com;;Les Chalets;COMPLEXE PRIVÉ;Espace Tonic;28;Boulevard Matabiau;31000.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;43.61494, 1.444684
JUDO;UNION SPORTIVE PONT DES DEMOISELLES;323575.0;31AS756;5015310140.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
karaté;Saint Sernin Karaté;;;;www.saintserninkarate.fr;;Arnaud Bernard;LYCEE ST SERNIN MAISON MUTILE;GYMNASE SAINT SERNIN;1;Place Saint Sernin;31000.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.608901, 1.441787
karaté;SHAOLIN;314014.0;31AS799;310042.0;shaolin-toulouse.com;;Marengo Jolimont;COMPLEXE PRIVÉ;Complexe Shaolin;9;Rue du Général Jean Compans;31500.0;Toulouse;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;
karaté;TUC Section KARATE;W313009718;;310090.0;www.tuc.asso.fr;;;COMPLEXE PRIVÉ;Université de Toulouse Mirail;;;31058.0;Toulouse cédex 9;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.667997, 1.429367
